flow_id,flow_name,flow_folder,flow_status,trigger_type,action_id,action_type,message_id,message_name,channel,branch_path,email_number,subject,preview_text,template_id,html_filename
SRFsGF,Post-Purchase - PWO Stack 2 - Cross-Sell - 2025 - V2,pwo-stack-2,live,Added to List,86367865,SEND_EMAIL,VqmTn4,F-PP-PWO-Stack-Crs-Sl-Cr-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,RcJLtV,pwo-stack-2_email-1_youre-90-of-the-way-there_legionnaire.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365141,SEND_EMAIL,VxeE2X,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,WpUdEj,phormula-1_email-1_what-most-people-miss-about-post-workout-recovery_default.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365143,SEND_EMAIL,T3atyt,F-PP-PWO-Stack-Crs-Sl-Cr-1,Email,default,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,Tujshw,phormula-1_email-1_what-most-people-miss-about-post-workout-recovery_default.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365144,SEND_EMAIL,VYZbWN,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-L,Email,female-legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,Tk2uNr,phormula-1_email-1_what-most-people-miss-about-post-workout-recovery_female-legionnaire.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365145,SEND_EMAIL,YjNRJw,F-PP-PWO-Stack-Crs-Sl-Cr-1-L,Email,legionnaire,1,What most people miss about post-workout recovery...,Muscles grow when this happens (not in the gym)...,TA9cHC,phormula-1_email-1_what-most-people-miss-about-post-workout-recovery_legionnaire.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365168,SEND_EMAIL,VaGCuS,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2,Email,female,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,SNdWzy,phormula-1_email-2_youre-90-of-the-way-there_female.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365174,SEND_EMAIL,QScyvT,F-PP-PWO-Stack-Crs-Sl-Cr-2,Email,default,2,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,QNYZ5H,phormula-1_email-2_youre-90-of-the-way-there_default.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365176,SEND_EMAIL,S3BppK,F-PP-PWO-Stack-Crs-Sl-Cr-Fe-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,TMMiAL,phormula-1_email-1_youre-90-of-the-way-there_legionnaire.html
XCpyQt,Post-Purchase - Phormula-1 - Cross-Sell - 2025 - V2,phormula-1,live,Added to List,86365179,SEND_EMAIL,WaQWFW,F-PP-PWO-Stack-Crs-Sl-Cr-2-L,Email,legionnaire,1,You’re 90% of the way there…,Don’t let poor sleep slow down your recovery...,W6dD9B,phormula-1_email-1_youre-90-of-the-way-there_legionnaire.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608395,SEND_EMAIL,SFj6b5,F-PP-Prml-Crs-Sl-Cnqst-Fe,Email,female,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,UtJXFy,primal-t-night-t_email-1_when-fat-loss-feels-stuck_female.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608401,SEND_EMAIL,VD9Nzq,F-PP-Prml-Crs-Sl-Nt-Fe,Email,female,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,XrzG5T,primal-t-night-t_email-1_is-this-standing-in-your-way_female.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608404,SEND_EMAIL,YAYwXK,F-PP-Prml-Crs-Sl-Cnqst,Email,default,1,You've already taken the first step...,But here's what most men overlook...,SAFPPF,primal-t-night-t_email-1_youve-already-taken-the-first-step_default.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608408,SEND_EMAIL,WHVp7S,F-PP-Prml-Crs-Sl-Cnqst-2,Email,default,2,Ready for the next level?,Don’t stop at good results...,VZWjUm,primal-t-night-t_email-2_ready-for-the-next-level_default.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608412,SEND_EMAIL,XTkdZJ,F-PP-Prml-Crs-Sl-Cnqst-Fe-L,Email,female-legionnaire,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,RT3wRE,primal-t-night-t_email-1_when-fat-loss-feels-stuck_female-legionnaire.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608416,SEND_EMAIL,T4smKw,F-PP-Prml-Crs-Sl-Nt-Fe-L,Email,female-legionnaire,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,UQSffZ,primal-t-night-t_email-1_is-this-standing-in-your-way_female-legionnaire.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608420,SEND_EMAIL,UdRcDn,F-PP-Prml-Crs-Sl-Cnqst-L,Email,legionnaire,1,You've already taken the first step...,But here's what most men overlook...,RzcJC6,primal-t-night-t_email-1_youve-already-taken-the-first-step_legionnaire.html
QSTcEA,Post-Purchase - Primal-T & Night-T - Cross-Sell - 2025,primal-t-night-t,live,Added to List,87608425,SEND_EMAIL,Vpg3xe,F-PP-Prml-Crs-Sl-Cnqst-2-L,Email,legionnaire,1,Ready for the next level?,Don’t stop at good results...,UUKYDe,primal-t-night-t_email-1_ready-for-the-next-level_legionnaire.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578896,SEND_EMAIL,Y5nwtt,F-PP-Prml-Crs-Sl-Cnqst-Fe,Email,female,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,S55Pjp,primal-t_email-1_when-fat-loss-feels-stuck_female.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578901,SEND_EMAIL,TLSsuu,F-PP-Prml-Crs-Sl-Nt-Fe,Email,female,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,VzijYX,primal-t_email-1_is-this-standing-in-your-way_female.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578908,SEND_EMAIL,XU7ZLF,F-PP-Prml-Crs-Sl-Cnqst,Email,default,1,You've already taken the first step...,But here's what most men overlook...,RTPiCB,primal-t_email-1_youve-already-taken-the-first-step_default.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578916,SEND_EMAIL,Vq3Pib,F-PP-Prml-Crs-Sl-Nt,Email,default,1,Don’t let recovery be your weak link.,Sleep deeper. Recover better. Perform stronger.,UsvJ6x,primal-t_email-1_dont-let-recovery-be-your-weak-link_default.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578923,SEND_EMAIL,X7Qstg,F-PP-Prml-Crs-Sl-Cnqst-Fe-L,Email,female-legionnaire,1,When fat loss feels stuck...,Make sure your metabolism isn't slowing you down...,R7xKjc,primal-t_email-1_when-fat-loss-feels-stuck_female-legionnaire.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578930,SEND_EMAIL,UBLfYL,F-PP-Prml-Crs-Sl-Nt-Fe-L,Email,female-legionnaire,1,Is this standing in your way?,Poor sleep and elevated stress levels don't just make you tired...,Wqc9vf,primal-t_email-1_is-this-standing-in-your-way_female-legionnaire.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578936,SEND_EMAIL,WjyT9R,F-PP-Prml-Crs-Sl-Cnqst-L,Email,legionnaire,1,You've already taken the first step...,But here's what most men overlook...,YuEwNn,primal-t_email-1_youve-already-taken-the-first-step_legionnaire.html
SG6RW2,Post-Purchase - Primal-T - Cross-Sell - 2025,primal-t,live,Added to List,87578941,SEND_EMAIL,QRDYh2,F-PP-Prml-Crs-Sl-Nt-L,Email,legionnaire,1,Don’t let recovery be your weak link.,Sleep deeper. Recover better. Perform stronger.,XmRW7p,primal-t_email-1_dont-let-recovery-be-your-weak-link_legionnaire.html
